customer_id,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid
155333508,11-20-2022,01-19-2023,39,month,Yes
163178244,11-21-2022,,39,month,No
130245484,11-21-2022,02-20-2023,39,month,Yes
164578320,11-21-2022,12-21-2022,39,month,Yes
164542692,11-21-2022,12-28-2022,39,month,Yes
164087136,11-22-2022,,39,month,Yes
155414052,11-22-2022,11-23-2022,39,month,No
152253972,11-22-2022,03-29-2023,39,month,Yes
152754329,11-22-2022,01-23-2023,39,month,Yes
159724071,11-23-2022,01-19-2023,39,month,Yes
165164673,11-23-2022,11-26-2022,39,month,Yes
165529460,11-24-2022,04-21-2023,39,month,Yes
163362190,11-25-2022,,39,month,Yes
155810350,11-25-2022,12-22-2022,39,month,Yes
161793136,11-25-2022,06-13-2023,39,month,Yes
159255776,11-25-2022,03-21-2023,39,month,Yes
165807144,11-25-2022,02-01-2023,39,month,Yes
165788743,11-25-2022,02-18-2023,39,month,Yes
162513776,11-25-2022,01-30-2023,39,month,Yes
161841028,11-25-2022,01-25-2023,39,month,Yes
160597612,11-25-2022,12-11-2022,39,month,Yes
165937140,11-26-2022,11-27-2022,39,month,No
165613975,11-26-2022,05-07-2023,39,month,Yes
164662173,11-26-2022,01-26-2023,39,month,Yes
162411394,11-26-2022,01-04-2023,39,month,Yes
121439836,11-27-2022,,39,month,Yes
157353623,11-27-2022,11-27-2022,39,month,No
165953219,11-27-2022,01-03-2023,39,month,Yes
154710805,11-28-2022,,39,month,Yes
164084318,11-28-2022,,39,month,Yes
160043327,11-28-2022,11-29-2022,39,month,No
131166579,11-28-2022,01-04-2023,39,month,Yes
166109726,11-28-2022,01-12-2023,39,month,Yes
155446081,11-28-2022,01-01-2023,39,month,Yes
166342075,11-28-2022,12-28-2022,39,month,Yes
154063985,11-28-2022,08-04-2023,39,month,Yes
164141888,11-29-2022,,39,month,Yes
165244044,11-29-2022,05-15-2023,39,month,Yes
136149379,11-29-2022,04-02-2023,39,month,Yes
158227426,11-29-2022,03-01-2023,39,month,Yes
166366125,11-29-2022,03-09-2023,39,month,Yes
166753946,11-29-2022,02-05-2023,39,month,Yes
157883110,11-29-2022,01-23-2023,39,month,Yes
138475621,11-29-2022,12-15-2022,39,month,Yes
166529240,11-30-2022,,39,month,Yes
125828506,11-30-2022,02-14-2023,39,month,Yes
148869381,11-30-2022,01-31-2023,39,month,Yes
134825962,11-30-2022,01-01-2023,39,month,Yes
151163143,11-30-2022,01-06-2023,39,month,Yes
156111982,11-30-2022,12-23-2022,39,month,Yes
166546201,11-30-2022,12-11-2022,39,month,Yes
162126074,12-01-2022,,39,month,Yes
162640429,12-01-2022,,39,month,Yes
164413682,12-01-2022,,39,month,Yes
162850052,12-01-2022,,39,month,Yes
162177746,12-01-2022,12-29-2022,39,month,Yes
135587508,12-01-2022,02-09-2023,39,month,Yes
161428649,12-01-2022,04-08-2023,39,month,Yes
166977144,12-01-2022,04-08-2023,39,month,Yes
161640666,12-01-2022,03-01-2023,39,month,Yes
165932696,12-01-2022,03-01-2023,39,month,Yes
165204032,12-01-2022,02-14-2023,39,month,Yes
162469903,12-01-2022,02-08-2023,39,month,Yes
166515564,12-01-2022,01-19-2023,39,month,Yes
139323228,12-01-2022,01-24-2023,39,month,Yes
162569750,12-01-2022,12-04-2022,39,month,Yes
165959602,12-01-2022,12-23-2022,39,month,Yes
160968524,12-01-2022,07-20-2023,39,month,Yes
163258260,12-02-2022,,39,month,Yes
167051046,12-02-2022,,39,month,Yes
161182367,12-02-2022,12-03-2022,39,month,Yes
167292985,12-02-2022,12-03-2022,39,month,No
166183014,12-02-2022,12-03-2022,39,month,No
165143920,12-02-2022,06-02-2023,39,month,Yes
165958089,12-02-2022,02-09-2023,39,month,Yes
165431576,12-02-2022,02-01-2023,39,month,Yes
163708513,12-02-2022,12-30-2022,39,month,Yes
164521419,12-02-2022,12-29-2022,39,month,Yes
166257164,12-02-2022,12-21-2022,39,month,Yes
121348156,12-02-2022,12-06-2022,39,month,Yes
167280894,12-02-2022,07-06-2023,39,month,Yes
160980795,12-03-2022,,39,month,Yes
167544686,12-03-2022,,39,month,Yes
161968719,12-03-2022,,39,month,Yes
159070152,12-03-2022,,39,month,Yes
167445788,12-03-2022,12-04-2022,39,month,No
167441263,12-03-2022,06-10-2023,39,month,Yes
167586100,12-03-2022,03-02-2023,39,month,Yes
139789436,12-03-2022,01-29-2023,39,month,Yes
116319450,12-04-2022,04-19-2023,39,month,Yes
162939264,12-04-2022,05-04-2023,39,month,Yes
167711417,12-04-2022,03-25-2023,39,month,Yes
157381517,12-05-2022,,39,month,Yes
162912102,12-05-2022,12-06-2022,39,month,Yes
167833210,12-05-2022,07-03-2023,39,month,Yes
165676999,12-05-2022,02-05-2023,39,month,Yes
167253106,12-05-2022,02-06-2023,39,month,Yes
168022972,12-05-2022,01-13-2023,39,month,Yes
167315920,12-05-2022,01-05-2023,39,month,Yes
167928962,12-05-2022,12-29-2022,39,month,Yes
166211741,12-06-2022,04-11-2023,39,month,Yes
161450418,12-06-2022,05-04-2023,39,month,Yes
144961802,12-06-2022,03-02-2023,39,month,Yes
168137404,12-06-2022,02-01-2023,39,month,Yes
153441732,12-06-2022,02-13-2023,39,month,Yes
167649041,12-06-2022,01-31-2023,39,month,Yes
168089746,12-06-2022,01-13-2023,39,month,Yes
158177274,12-06-2022,01-26-2023,39,month,Yes
168061628,12-06-2022,01-13-2023,39,month,Yes
168436401,12-07-2022,,39,month,Yes
126770376,12-07-2022,01-02-2023,39,month,Yes
153468957,12-07-2022,02-14-2023,39,month,Yes
168336474,12-07-2022,02-27-2023,39,month,Yes
166929423,12-07-2022,12-28-2022,39,month,Yes
163990458,12-07-2022,12-22-2022,39,month,Yes
166411463,12-08-2022,,39,month,Yes
168433088,12-08-2022,,39,month,Yes
155426075,12-08-2022,,39,month,Yes
168555694,12-08-2022,12-09-2022,39,month,No
162912102,12-08-2022,05-15-2023,39,month,Yes
168471192,12-08-2022,02-03-2023,39,month,Yes
168825734,12-08-2022,01-15-2023,39,month,Yes
163852568,12-08-2022,12-12-2022,39,month,Yes
168460834,12-08-2022,12-27-2022,39,month,Yes
169085351,12-09-2022,07-05-2023,39,month,Yes
168456070,12-09-2022,04-22-2023,39,month,Yes
168900021,12-09-2022,02-06-2023,39,month,Yes
169113748,12-09-2022,01-13-2023,39,month,Yes
162193491,12-09-2022,01-20-2023,39,month,Yes
167761722,12-09-2022,07-16-2023,39,month,Yes
169244937,12-10-2022,03-04-2023,39,month,Yes
167923504,12-10-2022,02-08-2023,39,month,Yes
167459469,12-10-2022,01-14-2023,39,month,Yes
123169152,12-10-2022,01-03-2023,39,month,Yes
153157541,12-11-2022,,39,month,Yes
169133180,12-11-2022,,39,month,Yes
129447970,12-11-2022,12-12-2022,39,month,Yes
169388365,12-11-2022,06-18-2023,39,month,Yes
130872019,12-11-2022,04-11-2023,39,month,Yes
167674086,12-11-2022,05-01-2023,39,month,Yes
169590994,12-11-2022,02-26-2023,39,month,Yes
166199181,12-11-2022,01-18-2023,39,month,Yes
169895510,12-12-2022,,39,month,Yes
169837410,12-12-2022,,39,month,Yes
169854397,12-12-2022,,39,month,No
145987169,12-12-2022,01-27-2023,39,month,Yes
169915574,12-12-2022,03-13-2023,39,month,Yes
164632485,12-12-2022,03-07-2023,39,month,Yes
169830063,12-12-2022,01-30-2023,39,month,Yes
162624984,12-12-2022,01-23-2023,39,month,Yes
169020452,12-12-2022,08-09-2023,39,month,Yes
170037760,12-13-2022,,39,month,Yes
116060198,12-13-2022,03-20-2023,39,month,Yes
129798657,12-13-2022,03-13-2023,39,month,Yes
170426615,12-13-2022,02-13-2023,39,month,Yes
161574018,12-13-2022,02-21-2023,39,month,Yes
160272364,12-14-2022,,39,month,Yes
144938943,12-14-2022,,39,month,No
170004555,12-14-2022,02-11-2023,39,month,Yes
167673987,12-14-2022,02-21-2023,39,month,Yes
154448870,12-14-2022,01-02-2023,39,month,Yes
153508650,12-14-2022,01-31-2023,39,month,Yes
156521981,12-14-2022,01-14-2023,39,month,Yes
170897520,12-14-2022,07-04-2023,39,month,Yes
167076396,12-14-2022,08-04-2023,39,month,Yes
170968987,12-15-2022,,39,month,Yes
170154956,12-15-2022,04-18-2023,39,month,Yes
170976924,12-15-2022,05-30-2023,39,month,Yes
171090027,12-15-2022,03-14-2023,39,month,Yes
167135160,12-15-2022,01-18-2023,39,month,Yes
171339244,12-15-2022,12-15-2022,39,month,Yes
169285280,12-16-2022,12-17-2022,39,month,No
137315832,12-16-2022,03-23-2023,39,month,Yes
171286538,12-16-2022,04-13-2023,39,month,Yes
154531106,12-16-2022,04-14-2023,39,month,Yes
169998988,12-16-2022,05-17-2023,39,month,Yes
171860036,12-16-2022,03-18-2023,39,month,Yes
169906376,12-16-2022,02-13-2023,39,month,Yes
171681744,12-16-2022,02-22-2023,39,month,Yes
171375108,12-16-2022,01-16-2023,39,month,Yes
166358674,12-16-2022,01-23-2023,39,month,Yes
168696864,12-17-2022,12-18-2022,39,month,Yes
149303812,12-17-2022,02-20-2023,39,month,Yes
145969392,12-17-2022,02-01-2023,39,month,Yes
169399624,12-17-2022,02-10-2023,39,month,Yes
162423643,12-17-2022,12-17-2022,39,month,Yes
171131528,12-18-2022,,39,month,Yes
172370430,12-18-2022,12-19-2022,39,month,No
122646091,12-18-2022,03-21-2023,39,month,Yes
171688728,12-18-2022,01-13-2023,39,month,Yes
173037778,12-18-2022,01-27-2023,39,month,Yes
139247241,12-18-2022,01-07-2023,39,month,Yes
138235674,12-19-2022,,39,month,Yes
173832314,12-19-2022,02-26-2023,39,month,Yes
170752898,12-19-2022,02-23-2023,39,month,Yes
172517999,12-19-2022,01-26-2023,39,month,Yes
150779000,12-19-2022,01-02-2023,39,month,Yes
171304646,12-19-2022,08-26-2023,39,month,Yes
168696864,12-20-2022,,39,month,Yes
174268714,12-20-2022,,39,month,Yes
147022677,12-20-2022,,39,month,Yes
156864062,12-20-2022,12-21-2022,39,month,No
123065349,12-20-2022,03-27-2023,39,month,Yes
174258180,12-20-2022,04-29-2023,39,month,Yes
174269667,12-20-2022,03-03-2023,39,month,Yes
171889946,12-20-2022,02-10-2023,39,month,Yes
171613468,12-20-2022,02-22-2023,39,month,Yes
122922737,12-21-2022,,39,month,Yes
174646924,12-21-2022,03-28-2023,39,month,Yes
174264280,12-21-2022,03-28-2023,39,month,Yes
174609120,12-21-2022,03-18-2023,39,month,Yes
174158995,12-21-2022,02-25-2023,39,month,Yes
174484311,12-21-2022,02-25-2023,39,month,Yes
169556175,12-21-2022,01-22-2023,39,month,Yes
153122282,12-21-2022,12-21-2022,39,month,Yes
174576654,12-21-2022,07-07-2023,39,month,Yes
154711077,12-22-2022,,39,month,Yes
163619032,12-22-2022,,39,month,Yes
171001864,12-22-2022,,39,month,Yes
151890014,12-22-2022,,39,month,Yes
158575772,12-22-2022,12-23-2022,39,month,Yes
164462665,12-22-2022,12-23-2022,39,month,No
121830768,12-22-2022,01-24-2023,39,month,Yes
174605216,12-22-2022,05-12-2023,39,month,Yes
174655316,12-22-2022,03-15-2023,39,month,Yes
174622570,12-22-2022,01-01-2023,39,month,Yes
174720005,12-22-2022,12-23-2022,39,month,Yes
174696512,12-23-2022,,39,month,Yes
175314293,12-23-2022,,39,month,Yes
175451863,12-23-2022,03-20-2023,39,month,Yes
174752844,12-23-2022,01-30-2023,39,month,Yes
175431141,12-24-2022,,39,month,Yes
132228678,12-24-2022,12-24-2022,39,month,Yes
161151062,12-24-2022,04-19-2023,39,month,Yes
167653319,12-24-2022,03-13-2023,39,month,Yes
171659515,12-24-2022,01-23-2023,39,month,Yes
175720159,12-24-2022,01-09-2023,39,month,Yes
170593141,12-24-2022,01-08-2023,39,month,Yes
173981170,12-24-2022,12-25-2022,39,month,Yes
175166391,12-25-2022,,39,month,Yes
161175048,12-25-2022,02-22-2023,39,month,Yes
164254865,12-25-2022,01-24-2023,39,month,Yes
143248615,12-26-2022,,39,month,Yes
176032070,12-26-2022,01-14-2023,39,month,Yes
174132333,12-27-2022,,39,month,Yes
177051147,12-27-2022,12-28-2022,39,month,Yes
176571319,12-27-2022,04-01-2023,39,month,Yes
166932902,12-27-2022,03-06-2023,39,month,Yes
175851244,12-27-2022,02-03-2023,39,month,Yes
155613371,12-27-2022,02-03-2023,39,month,Yes
167678290,12-27-2022,01-27-2023,39,month,Yes
176995917,12-27-2022,06-29-2023,39,month,Yes
161187523,12-27-2022,07-19-2023,39,month,Yes
175884318,12-28-2022,01-14-2023,39,month,Yes
173911972,12-28-2022,04-24-2023,39,month,Yes
177696301,12-28-2022,05-27-2023,39,month,Yes
165744582,12-28-2022,02-12-2023,39,month,Yes
177323966,12-28-2022,12-28-2022,39,month,Yes
178355844,12-29-2022,,39,month,Yes
176989743,12-29-2022,,39,month,Yes
177971827,12-29-2022,,39,month,Yes
131147038,12-29-2022,02-13-2023,39,month,Yes
152142457,12-29-2022,02-12-2023,39,month,Yes
174293226,12-29-2022,06-06-2023,39,month,Yes
177051147,12-29-2022,03-27-2023,39,month,Yes
177963240,12-29-2022,01-27-2023,39,month,Yes
176639972,12-29-2022,01-28-2023,39,month,Yes
175818000,12-30-2022,06-09-2023,39,month,Yes
117856836,12-30-2022,02-02-2023,39,month,Yes
177266058,12-30-2022,04-06-2023,39,month,Yes
174203866,12-30-2022,02-28-2023,39,month,Yes
174991614,12-30-2022,01-30-2023,39,month,Yes
175354348,12-30-2022,01-21-2023,39,month,Yes
176573512,12-30-2022,07-03-2023,39,month,Yes
178379352,12-31-2022,01-02-2023,39,month,Yes
152980676,12-31-2022,01-21-2023,39,month,Yes
179551652,12-31-2022,05-07-2023,39,month,Yes
175899028,12-31-2022,03-24-2023,39,month,Yes
148427368,12-31-2022,02-07-2023,39,month,Yes
149335749,12-31-2022,01-30-2023,39,month,Yes
179395204,12-31-2022,01-16-2023,39,month,Yes
150870576,01-01-2023,06-15-2023,39,month,Yes
176200716,01-01-2023,04-24-2023,39,month,Yes
178097351,01-01-2023,02-08-2023,39,month,Yes
177238262,01-02-2023,,39,month,Yes
173131478,01-02-2023,,39,month,Yes
180123121,01-02-2023,01-02-2023,39,month,No
139136640,01-02-2023,03-09-2023,39,month,Yes
172951272,01-02-2023,05-06-2023,39,month,Yes
175473611,01-02-2023,04-23-2023,39,month,Yes
170776130,01-02-2023,04-18-2023,39,month,Yes
180558466,01-02-2023,03-24-2023,39,month,Yes
171398636,01-02-2023,03-10-2023,39,month,Yes
180424776,01-02-2023,03-19-2023,39,month,Yes
180198528,01-02-2023,02-09-2023,39,month,Yes
124634385,01-03-2023,,39,month,Yes
180740092,01-03-2023,,39,month,Yes
144385898,01-03-2023,07-03-2023,39,month,Yes
175138132,01-03-2023,04-23-2023,39,month,Yes
180968287,01-03-2023,03-27-2023,39,month,Yes
180959934,01-03-2023,03-08-2023,39,month,Yes
176445635,01-03-2023,02-18-2023,39,month,Yes
180798046,01-03-2023,01-31-2023,39,month,Yes
180718702,01-03-2023,01-25-2023,39,month,Yes
181052392,01-03-2023,08-23-2023,39,month,Yes
181717508,01-04-2023,,39,month,Yes
163103592,01-04-2023,01-05-2023,39,month,No
146860806,01-04-2023,03-04-2023,39,month,Yes
160532210,01-04-2023,02-12-2023,39,month,Yes
181003342,01-04-2023,02-28-2023,39,month,Yes
178661698,01-04-2023,07-11-2023,39,month,Yes
178928897,01-05-2023,,39,month,Yes
181840814,01-05-2023,,39,month,Yes
166930287,01-05-2023,01-06-2023,39,month,No
155956314,01-05-2023,01-05-2023,39,month,No
182408564,01-05-2023,05-04-2023,39,month,Yes
182295766,01-05-2023,03-12-2023,39,month,Yes
155881023,01-05-2023,03-02-2023,39,month,Yes
152750569,01-05-2023,02-12-2023,39,month,Yes
178345451,01-05-2023,02-12-2023,39,month,Yes
179758181,01-06-2023,,39,month,Yes
167266048,01-06-2023,,39,month,Yes
182719870,01-06-2023,05-04-2023,39,month,Yes
182408430,01-06-2023,05-10-2023,39,month,Yes
181072524,01-06-2023,06-30-2023,39,month,Yes
182747824,01-06-2023,04-13-2023,39,month,Yes
182700534,01-06-2023,03-26-2023,39,month,Yes
182727349,01-06-2023,02-06-2023,39,month,Yes
182636324,01-06-2023,02-03-2023,39,month,Yes
170485769,01-06-2023,01-06-2023,39,month,Yes
182627508,01-06-2023,01-06-2023,39,month,Yes
182834016,01-07-2023,06-14-2023,39,month,Yes
163535855,01-07-2023,06-21-2023,39,month,Yes
183002853,01-07-2023,04-08-2023,39,month,Yes
148338824,01-07-2023,02-07-2023,39,month,Yes
181712692,01-07-2023,01-07-2023,39,month,Yes
181770777,01-08-2023,,39,month,Yes
161269602,01-08-2023,01-08-2023,39,month,Yes
145799416,01-08-2023,02-10-2023,39,month,Yes
182753953,01-08-2023,04-03-2023,39,month,Yes
162944728,01-08-2023,03-01-2023,39,month,Yes
161249852,01-08-2023,01-15-2023,39,month,Yes
183916833,01-09-2023,,39,month,Yes
169141612,01-09-2023,01-10-2023,39,month,No
128768010,01-09-2023,01-12-2023,39,month,Yes
138520918,01-09-2023,01-09-2023,39,month,Yes
162946328,01-09-2023,05-08-2023,39,month,Yes
182929556,01-09-2023,04-10-2023,39,month,Yes
153704184,01-09-2023,04-08-2023,39,month,Yes
136326172,01-09-2023,03-08-2023,39,month,Yes
182505210,01-09-2023,02-08-2023,39,month,Yes
184370857,01-10-2023,,39,month,Yes
184310344,01-10-2023,04-11-2023,39,month,Yes
183346055,01-10-2023,03-17-2023,39,month,Yes
178952278,01-10-2023,03-11-2023,39,month,Yes
184345202,01-10-2023,02-23-2023,39,month,Yes
182837162,01-10-2023,02-05-2023,39,month,Yes
182927038,01-10-2023,02-18-2023,39,month,Yes
181739784,01-10-2023,02-08-2023,39,month,Yes
178605410,01-10-2023,02-17-2023,39,month,Yes
184334484,01-11-2023,,39,month,Yes
181576265,01-11-2023,,39,month,Yes
183645116,01-11-2023,,39,month,Yes
184812094,01-11-2023,04-07-2023,39,month,Yes
152089648,01-11-2023,03-18-2023,39,month,Yes
148710968,01-11-2023,02-07-2023,39,month,Yes
183197132,01-12-2023,,39,month,Yes
156239744,01-12-2023,,39,month,Yes
184481262,01-12-2023,,39,month,Yes
153186137,01-12-2023,01-13-2023,39,month,Yes
185374268,01-12-2023,01-13-2023,39,month,No
185367349,01-12-2023,01-13-2023,39,month,No
150793080,01-12-2023,03-01-2023,39,month,Yes
183406772,01-12-2023,03-05-2023,39,month,Yes
175760281,01-12-2023,02-12-2023,39,month,Yes
162095012,01-12-2023,01-25-2023,39,month,Yes
179356036,01-12-2023,01-12-2023,39,month,Yes
184567432,01-12-2023,01-23-2023,39,month,Yes
185503171,01-12-2023,07-05-2023,39,month,Yes
171922477,01-12-2023,06-28-2023,39,month,Yes
144830936,01-12-2023,07-27-2023,39,month,Yes
157474087,01-13-2023,,39,month,Yes
182350116,01-13-2023,,39,month,Yes
132867770,01-13-2023,01-14-2023,39,month,Yes
185561880,01-13-2023,01-14-2023,39,month,No
168884196,01-13-2023,04-06-2023,39,month,Yes
161269602,01-13-2023,02-20-2023,39,month,Yes
185729058,01-14-2023,05-06-2023,39,month,Yes
182527446,01-14-2023,05-04-2023,39,month,Yes
151217806,01-14-2023,03-05-2023,39,month,Yes
181789030,01-14-2023,02-05-2023,39,month,Yes
167939138,01-14-2023,07-11-2023,39,month,Yes
168531226,01-14-2023,08-13-2023,39,month,Yes
183965840,01-15-2023,,39,month,Yes
185522938,01-15-2023,05-03-2023,39,month,Yes
186413122,01-15-2023,05-02-2023,39,month,Yes
186481916,01-15-2023,04-16-2023,39,month,Yes
186177212,01-15-2023,03-07-2023,39,month,Yes
184809175,01-15-2023,03-07-2023,39,month,Yes
186690790,01-15-2023,03-12-2023,39,month,Yes
185711685,01-15-2023,02-06-2023,39,month,Yes
179509273,01-15-2023,06-30-2023,39,month,Yes
186770408,01-16-2023,,39,month,Yes
181025165,01-16-2023,,39,month,Yes
157919304,01-16-2023,05-16-2023,39,month,Yes
187051266,01-16-2023,05-31-2023,39,month,Yes
179713052,01-16-2023,04-15-2023,39,month,Yes
185431487,01-16-2023,04-26-2023,39,month,Yes
157929345,01-16-2023,04-07-2023,39,month,Yes
154087095,01-16-2023,03-13-2023,39,month,Yes
186674235,01-16-2023,03-14-2023,39,month,Yes
182656156,01-16-2023,02-15-2023,39,month,Yes
170319875,01-16-2023,01-16-2023,39,month,Yes
188226033,01-17-2023,,39,month,No
188137320,01-17-2023,,39,month,No
163220556,01-17-2023,01-18-2023,39,month,Yes
182960960,01-17-2023,03-24-2023,39,month,Yes
188175982,01-17-2023,02-17-2023,39,month,Yes
169729060,01-17-2023,02-19-2023,39,month,Yes
186841270,01-17-2023,02-24-2023,39,month,Yes
154563993,01-17-2023,02-25-2023,39,month,Yes
159767828,01-17-2023,02-24-2023,39,month,Yes
183186612,01-17-2023,07-28-2023,39,month,Yes
128603349,01-18-2023,,39,month,Yes
183736457,01-18-2023,01-19-2023,39,month,No
188115641,01-18-2023,01-18-2023,39,month,No
188460699,01-18-2023,01-18-2023,39,month,No
138228332,01-18-2023,02-25-2023,39,month,Yes
184143564,01-18-2023,05-22-2023,39,month,Yes
179508142,01-18-2023,06-13-2023,39,month,Yes
188269607,01-18-2023,04-16-2023,39,month,Yes
181890100,01-18-2023,03-26-2023,39,month,Yes
185642830,01-18-2023,03-14-2023,39,month,Yes
152223051,01-18-2023,02-25-2023,39,month,Yes
156067850,01-18-2023,02-18-2023,39,month,Yes
188701816,01-18-2023,02-17-2023,39,month,Yes
188133192,01-18-2023,02-19-2023,39,month,Yes
183936068,01-18-2023,07-03-2023,39,month,Yes
188119778,01-18-2023,06-18-2023,39,month,Yes
189410056,01-19-2023,,39,month,Yes
184970659,01-19-2023,,39,month,Yes
148476648,01-19-2023,05-12-2023,39,month,Yes
189289885,01-19-2023,04-20-2023,39,month,Yes
150442182,01-19-2023,03-19-2023,39,month,Yes
184826230,01-19-2023,02-15-2023,39,month,Yes
184786342,01-19-2023,01-19-2023,39,month,Yes
181565760,01-19-2023,01-26-2023,39,month,Yes
189278478,01-20-2023,,39,month,Yes
184066428,01-20-2023,,39,month,Yes
135771077,01-20-2023,,39,month,Yes
184831280,01-20-2023,05-09-2023,39,month,Yes
188828652,01-20-2023,05-01-2023,39,month,Yes
188666673,01-20-2023,03-08-2023,39,month,Yes
189880452,01-20-2023,02-19-2023,39,month,Yes
160986271,01-20-2023,02-27-2023,39,month,Yes
187895888,01-20-2023,02-13-2023,39,month,Yes
190871376,01-21-2023,,39,month,Yes
166750222,01-21-2023,05-02-2023,39,month,Yes
189360536,01-21-2023,04-25-2023,39,month,Yes
188197564,01-21-2023,04-20-2023,39,month,Yes
191034251,01-21-2023,02-15-2023,39,month,Yes
182972593,01-21-2023,02-03-2023,39,month,Yes
182958960,01-22-2023,01-23-2023,39,month,Yes
163220556,01-22-2023,03-09-2023,39,month,Yes
191730833,01-22-2023,03-21-2023,39,month,Yes
189680563,01-22-2023,03-21-2023,39,month,Yes
190666110,01-23-2023,,39,month,Yes
180622613,01-23-2023,,39,month,Yes
188827172,01-23-2023,,39,month,Yes
188068965,01-23-2023,05-30-2023,39,month,Yes
182958960,01-23-2023,03-02-2023,39,month,Yes
191999674,01-23-2023,02-13-2023,39,month,Yes
183451114,01-23-2023,08-30-2023,39,month,Yes
191807491,01-24-2023,,39,month,Yes
157833252,01-24-2023,09-07-2023,39,month,Yes
188162430,01-24-2023,06-16-2023,39,month,Yes
190733249,01-24-2023,03-20-2023,39,month,Yes
192539054,01-24-2023,02-28-2023,39,month,Yes
193572822,01-24-2023,02-20-2023,39,month,Yes
141399368,01-25-2023,,39,month,Yes
193285633,01-25-2023,,39,month,Yes
193891378,01-25-2023,,39,month,Yes
153628260,01-25-2023,01-26-2023,39,month,Yes
194719566,01-25-2023,01-25-2023,39,month,No
176559401,01-25-2023,01-25-2023,39,month,No
150178354,01-25-2023,05-25-2023,39,month,Yes
192395073,01-25-2023,04-06-2023,39,month,Yes
152690237,01-25-2023,03-22-2023,39,month,Yes
151572886,01-25-2023,03-12-2023,39,month,Yes
193869975,01-25-2023,03-15-2023,39,month,Yes
175077871,01-25-2023,03-15-2023,39,month,Yes
193229869,01-25-2023,03-01-2023,39,month,Yes
189257579,01-26-2023,,39,month,Yes
184333409,01-26-2023,,39,month,Yes
144719454,01-26-2023,,39,month,Yes
195759475,01-26-2023,,39,month,Yes
167602454,01-26-2023,,39,month,Yes
148838269,01-26-2023,,39,month,Yes
195938394,01-26-2023,06-23-2023,39,month,Yes
194091086,01-26-2023,04-04-2023,39,month,Yes
181456580,01-26-2023,04-23-2023,39,month,Yes
169302100,01-26-2023,03-30-2023,39,month,Yes
180997025,01-26-2023,03-05-2023,39,month,Yes
196091620,01-26-2023,02-02-2023,39,month,Yes
189277140,01-26-2023,02-23-2023,39,month,Yes
195279352,01-26-2023,02-23-2023,39,month,Yes
191113428,01-26-2023,01-26-2023,39,month,Yes
193802414,01-26-2023,06-27-2023,39,month,Yes
115735280,01-27-2023,,39,month,Yes
153026024,01-27-2023,,39,month,Yes
196069557,01-27-2023,,39,month,Yes
193666586,01-27-2023,,39,month,Yes
192550222,01-27-2023,,39,month,Yes
196022560,01-27-2023,09-05-2023,39,month,Yes
196715854,01-27-2023,01-28-2023,39,month,No
196969212,01-27-2023,04-24-2023,39,month,Yes
196308725,01-27-2023,03-31-2023,39,month,Yes
196245690,01-27-2023,03-27-2023,39,month,Yes
195988242,01-27-2023,03-06-2023,39,month,Yes
192068317,01-27-2023,03-28-2023,39,month,Yes
195039185,01-27-2023,02-23-2023,39,month,Yes
188563149,01-27-2023,08-16-2023,39,month,Yes
188748439,01-27-2023,08-19-2023,39,month,Yes
160873880,01-28-2023,,39,month,Yes
160379194,01-28-2023,01-28-2023,39,month,Yes
194169961,01-28-2023,03-24-2023,39,month,Yes
184209232,01-28-2023,03-07-2023,39,month,Yes
195198228,01-28-2023,02-17-2023,39,month,Yes
153657568,01-29-2023,,39,month,Yes
127697219,01-29-2023,05-25-2023,39,month,Yes
198448283,01-29-2023,07-06-2023,39,month,Yes
159483118,01-29-2023,03-01-2023,39,month,Yes
152433647,01-29-2023,03-13-2023,39,month,Yes
154790198,01-29-2023,02-15-2023,39,month,Yes
191896242,01-30-2023,,39,month,Yes
136407072,01-30-2023,07-31-2023,39,month,Yes
199439964,01-30-2023,06-06-2023,39,month,Yes
199255574,01-30-2023,06-21-2023,39,month,Yes
167938302,01-30-2023,04-06-2023,39,month,Yes
154173057,01-30-2023,02-04-2023,39,month,Yes
153199550,01-30-2023,02-02-2023,39,month,Yes
199302158,01-30-2023,02-02-2023,39,month,Yes
187482966,01-30-2023,08-09-2023,39,month,Yes
168436547,01-30-2023,07-20-2023,39,month,Yes
195007481,01-31-2023,,39,month,Yes
181830574,01-31-2023,,39,month,Yes
198691553,01-31-2023,,39,month,Yes
200001674,01-31-2023,05-28-2023,39,month,Yes
200252155,01-31-2023,06-07-2023,39,month,Yes
188206991,01-31-2023,04-17-2023,39,month,Yes
184330352,01-31-2023,04-30-2023,39,month,Yes
198701510,01-31-2023,04-15-2023,39,month,Yes
164909402,01-31-2023,02-27-2023,39,month,Yes
126737063,01-31-2023,08-18-2023,39,month,Yes
194472898,02-01-2023,,39,month,Yes
200962065,02-01-2023,,39,month,Yes
196821289,02-01-2023,,39,month,Yes
200867442,02-01-2023,,39,month,Yes
187855576,02-01-2023,,39,month,Yes
198475060,02-01-2023,02-02-2023,39,month,No
137201021,02-01-2023,06-29-2023,39,month,Yes
192942271,02-01-2023,06-27-2023,39,month,Yes
155088727,02-01-2023,05-25-2023,39,month,Yes
145416349,02-01-2023,05-01-2023,39,month,Yes
154064672,02-01-2023,04-25-2023,39,month,Yes
